Lemma,POS,Polarity_Score
monogenesis,n,0
monogamy,n,0
monogamousness,n,0
monogamous,a,0
monogamist,n,0
monofocal_lens_implant,n,0
monofocal_iol,n,0
monoestrous,a,0
monoecious,a,0
monody,n,0
monodontidae,n,0
monodon_monoceros,n,0
monodon,n,0
monodical,a,0
monodic,a,0
monod,n,0
monocytosis,n,0
monocytic_leukemia,n,-0.34088
monocytic_leukaemia,n,-0.34088
monocyte,n,0
monocycle,n,0
monoculture,n,0
monocular_vision,n,0
monocracy,n,-0.34088
monocotyledonous,a,0
monocotyledones,n,0
monocotyledonae,n,0
monocotyledon,n,0
monocot_genus,n,0
monocot_family,n,0
monocot,n,0
monoclonal_antibody,n,0
monoclonal,a,0
monoclonal,n,0
monoclinous,a,0
monoclinic,a,0
monocline,n,0.12208
monoclinal,a,0
monocled,a,-0.19821
monocle,n,0
monochromous,a,0
monochromic,a,0
monochromia,n,0.12208
monochrome,a,0
monochrome,n,0
monochromatism,n,0.12208
monochromatic_vision,n,0.12208
monochromatic,a,0
monochromat,n,-0.19821
monochromasy,n,0.12208
monochromacy,n,0.12208
monochamus,n,0
monocarpous_plant,n,0
monocarpic_plant,n,0
monocarpic,a,0
monocarp,n,0
monocarboxylic,a,0
monocanthus,n,0
monocanthidae,n,0
monoblastic_leukemia,n,-0.34088
monoblastic_leukaemia,n,-0.34088
monoblast,n,0
monobasic_acid,n,0
monoatomic,a,0
monoamine_oxidase_inhibitor,n,0
monoamine_oxidase,n,0
monoamine_neurotransmitter,n,0
monoamine,n,0
mono,a,0
mono,n,-0.23966
monnet,n,0
monmouth_court_house,n,0
monkshood,n,0
monk's_cloth,n,0
monkish,a,-0.1665
mon-khmer,n,0
monkfish,n,0
monkey-wrench,n,0
monkeypod,n,0
monkey-bread_tree,n,0
monkey_wrench,n,0
monkey_puzzle,n,0
monkey_pod,n,0
monkey_pinscher,n,0
monkey_nut,n,0
monkey_ladder,n,0
monkey_jacket,n,0
monkey_dog,n,0
monkey_business,n,-0.02386
monkey_bridge,n,0
monkey_bread,n,0
monkey_around,v,0
monkey,n,0.22835
monkey,v,0
monk,n,0
monitrice,n,0
monitory,a,-0.19821
monitoring_program,n,0
monitoring_device,n,0
monitoring,n,0
monitor_program,n,0
monitor_lizard,n,0
monitor,n,0
monitor,v,0
monition,n,0.09264
monistic,a,0
monistat,n,0
monism,n,0
monish,v,0.17964
moniliasis,n,-0.28345
moniliales,n,-0.34088
moniliaceae,n,-0.07997
monilia_disease,n,-0.28345
monilia_albicans,n,0
monilia,n,-0.07997
moniker,n,0
monied,a,-0.07997
monica_seles,n,0
monic_polynomial,n,0.12208
mongrelize,v,-0.28345
mongrelise,v,-0.28345
mongrel,n,-0.34851
mongoose,n,0
mongoloid_race,n,0
mongoloid,a,-0.20308
mongoloid,n,0
mongolism,n,-0.28345
mongolic_language,n,0
mongolic,n,0
mongolianism,n,-0.28345
mongolian_race,n,0
mongolian_people's_republic,n,0
mongolian_monetary_unit,n,0
mongolian,a,0
mongolian,n,0
mongolia,n,0
mongol_tatar,n,0
mongol_dynasty,n,0
mongol,a,0
mongol,n,0
mongo,n,0
monger,n,0
monger,v,0
moneywort,n,0
money-spinner,n,0
moneyman,n,0
moneymaking,a,0.35873
moneymaking,n,0
moneymaker,n,0
moneyless,a,-0.44346
moneylender,n,0.12208
moneygrubber,n,0.12208
moneyer,n,0
moneyed,a,-0.16014
moneybag,n,0
money_supply,n,0
money_plant,n,0
money_order,n,0
money_market,n,0
money_laundering,n,0
money_handler,n,0
money_dealer,n,0
money_cowrie,n,0
money_changer,n,0
money_box,n,0
money_belt,n,0
money,n,0
monetize,v,0
monetization,n,0
monetise,v,0
monetisation,n,0
monetary_value,n,0
monetary_unit,n,0
monetary_system,n,0
monetary_standard,n,0.12208
monetary_resource,n,0
monetary_fund,n,0
monetary,a,0
monetarist,n,0
monetarism,n,0
monet,n,0
monestrous,a,0
moneses_uniflora,n,0
moneses,n,0
moneron,n,0
moneran,a,0
moneran,n,0
monera,n,0
monell_metal,n,0
monel_metal,n,0
monegasque,a,0
monegasque,n,0
monecious,a,0
mondrian,n,0
monday,n,0
monazite,n,0
monaurally,r,0.15793
monaural,a,0
monaul,n,0
monatomic,a,0
monasticism,n,0.12208
monastical,a,0
monastic_order,n,0
monastic_habit,n,0
monastic,a,0
monastic,n,0
monastery,n,0
monas,n,0
monario,n,0
monardella_lanceolata,n,0
monardella,n,0
monarda_punctata,n,0
monarda_pectinata,n,0
monarda_fistulosa,n,0
monarda_didyma,n,0
monarda_clinopodia,n,0
monarda_citriodora,n,0
monarda,n,0
monarchy,n,0
monarchist,n,0
monarchism,n,0
monarchical,a,0.23008
monarchic,a,0
monarchal,a,0.23008
monarch_butterfly,n,0
monarch,n,0
monandry,n,0
monandrous,a,0
monal,n,0
monadic_operation,n,0
monad,n,0
monaco-ville,n,0
monaco,n,0
monacan,a,0
monacan,n,0
mona,n,0
mon,n,0
momus,n,0.21734
momotus,n,-0.07997
momotidae,n,0
momot,n,0
momos,n,0.21734
momordica_charantia,n,0
momordica_balsamina,n,0
momordica,n,0
mommy,n,0.57429
mommsen,n,0
momma,n,0.65118
momism,n,-0.34088
momentum,n,0.27311
momentousness,n,0.20073
momentously,r,0
momentous,a,0.28924
momently,r,0
momentary,a,0.00013
momentarily,r,0
momentaneous,a,0.12208
moment_of_truth,n,0.1067
moment_of_inertia,n,0
moment_of_a_magnet,n,0
moment_of_a_couple,n,0
moment_magnitude_scale,n,0
moment,n,0.29348
mombin_tree,n,0
mombin,n,0
mombasa,n,0
mom,n,0.61809
molybdenum_steel,n,0
molybdenum,n,0
molybdenite,n,0.12208
molva_molva,n,0
molva,n,0
molucella_laevis,n,0
molucella,n,0
moluccas,n,0
molucca_balm,n,0
molto,r,0
molting,n,0
molter,n,0
molten,a,0
molt,n,0
molt,v,0
molotov_cocktail,n,0
molotov,n,0
molothrus,n,0
molossidae,n,0
molokai_island,n,0
molokai,n,0
moloch_horridus,n,0
moloch,n,0
molnar,n,0
mollymawk,n,0
mollycoddler,n,0.067
mollycoddle,n,-0.01819
mollycoddle,v,-0.06936
molly_pitcher,n,0
molly_miller,n,0
molly,n,0
mollusk_genus,n,0
mollusk_family,n,0
mollusk,n,0
molluscum_contagiosum,n,0
molluscum,n,-0.1665
mollusca,n,0
mollusc,n,0
molluga_verticillata,n,0
molluga,n,0
mollify,v,0.38984
mollification,n,-0.02319
mollienesia,n,0
mollie,n,0
molle,n,0
mollah,n,0
moll,n,0.15793
molise,n,0
molisch's_test,n,0
molisch_test,n,0
molisch_reaction,n,0
moline,n,0
molindone,n,0
moliere,n,0
molidae,n,0
molester,n,-0.84233
molestation,n,-0.02298
molest,v,-0.72031
moleskin,n,0
molehill,n,0
molecule,n,0
molecular_weight,n,0
molecular_genetics,n,0
molecular_formula,n,0
molecular_biology,n,0
molecular_biologist,n,0
molecular,a,0
molech,n,0
mole_salamander,n,0
mole_rat,n,-0.00332
mole_plant,n,0
mole_cricket,n,0
mole,n,0
moldy,a,-0.71178
moldovan_monetary_unit,n,0
moldovan,a,0
moldova,n,0
molding,n,0
moldiness,n,-0.39584
molder,v,0
molded_salad,n,0
molded,a,0
moldboard_plow,n,0
moldboard,n,0
moldavia,n,0
moldable,a,0
mold,n,0
mold,v,-0.55224
molasses_taffy,n,0
molasses_kiss,n,0
molasses_cookie,n,0.12208
molasses,n,0
molarity,n,0
molar_pregnancy,n,0
molar_concentration,n,0
molar,a,0
molar,n,0
molality,n,0
molal_concentration,n,0
molal,a,0
mola_lanceolata,n,0
mola,n,0
mol,n,0
mokulu,n,0
moksa,n,0
moke,n,0
mojo,n,0.12208
mojave_rattlesnake,n,-0.07997
mojave_desert,n,0
mojave_aster,n,0
mojave,n,0
mojarra,n,0
moisturize,v,0
moisturise,v,0
moisture,n,0
moistness,n,0
moistly,r,0.12208
moistening,n,0
moistener,n,0
moisten,v,0.17964
moist,a,0
moire,a,0
moire,n,0
moirai,n,0
moirae,n,0
moira_shearer,n,0
moil,v,-0.16039
moiety,n,0
mohs_scale,n,0
mohria_caffrorum,n,0
mohria,n,0
mohorovicic_discontinuity,n,-0.07997
mohorovicic,n,0
moho,n,-0.07997
mohican,n,0
mohawk_river,n,0
mohawk_haircut,n,0
mohawk,n,0
mohave_desert,n,0
mohave,n,0
moharram,n,0
mohandas_karamchand_gandhi,n,0
mohammedanism,n,0
mohammedan_calendar,n,0
mohammedan,a,0
mohammedan,n,0
mohammed_reza_pahlevi,n,0
mohammed_reza_pahlavi,n,0
mohammed_ali,n,0
mohammed,n,0
mohammad,n,0
mohair,n,0
mogul_empire,n,0
mogul,n,0
moghul,n,0
mogen_david,n,0
mogdad_coffee,n,0
mogadishu,n,0
mogadiscio,n,0
moeller's_glossitis,n,-0.42036
moehringia_mucosa,n,0
moehringia_lateriflora,n,0
moehringia,n,0
modus_vivendi,n,-0.16702
modus_operandi,n,0.15793
modulus_of_rigidity,n,-0.07997
modulus_of_elasticity,n,0
modulus,n,-0.00332
module,n,-0.02008
modulation,n,0
modulated,a,0.27822
modulate,v,0
modular,a,-0.34088
mods,n,0
modiste,n,0
modishness,n,0.28394
modishly,r,0.21734
modish,a,0
modiolus,n,0
modillion,n,0
modigliani,n,0
modify,v,-0.01546
modifier_gene,n,0
modifier,n,0.01044
modified_radical_mastectomy,n,0
modified_american_plan,n,0
modified,a,-0.23176
modification,n,-0.01787
modifiable,a,0.21734
modicum,n,-0.03809
modicon,n,0
modesty,n,0.26732
modestness,n,-0.02298
modestly,r,0.12208
modest_petrovich_mussorgsky,n,0
modest_petrovich_moussorgsky,n,0
modest_mussorgsky,n,0
modest_moussorgsky,n,0
modest,a,0.30981
modernness,n,0.08478
modernized,a,0.17826
modernize,v,0
modernization,n,0.1552
modernity,n,0.08478
modernistic,a,0
modernist,n,0
modernism,n,0.17202
modernised,a,0.17826
modernise,v,0
modernisation,n,0.15793
moderne,a,0
modern-day,a,0
modern_world,n,0.17826
modern_times,n,0.17826
modern_man,n,0
modern_jazz,n,0
modern_hebrew,n,0
modern_greek,n,0
modern_font,n,0
modern_era,n,-0.07997
modern_english,n,0
modern_dance,n,-0.34088
modern_ballet,n,-0.19821
modern,a,0.23344
modern,n,0
moderatorship,n,0
moderator,n,-0.00157
moderato,a,-0.28345
moderatism,n,0
moderationist,n,-0.05768
moderationism,n,-0.08901
moderation,n,0.10091
moderating,a,0.0403
moderate-sized,a,0.0403
moderate-size,a,0.0403
moderateness,n,-0.05871
moderately,r,0.01144
moderate_gale,n,0
moderate_breeze,n,0
moderate,a,0.17772
moderate,n,0
moderate,v,0.09228
modem,n,0
modelling,n,0
modeller,n,0
modeling,n,0
modeler,n,0
modeled,a,-0.07997
model_t,n,0
model,a,0.30592
model,n,0.34834
model,v,0
mode,n,0
modality,n,0
modal_verb,n,0
modal_value,n,0
modal_logic,n,0.10554
modal_auxiliary_verb,n,0
modal_auxiliary,n,0
modal,a,0
modal,n,0
mod_con,n,0
mod,a,0
mod,n,0
mock-up,n,0
mockingly,r,0.2169
mockingbird,n,0
mocking_thrush,n,0
mocking,a,-0.40949
mock-heroic,n,-0.28345
mockery,n,-0.51305
mockernut_hickory,n,0
mockernut,n,0
mocker,n,-0.1294
mock_up,v,0
mock_turtle_soup,n,0
mock_sun,n,0
mock_privet,n,0
mock_orange,n,0
mock_azalia,n,0
mock,a,-0.27188
mock,n,-0.26927
mock,v,-0.29652
mocha_coffee,n,0.12208
mocha,n,0.43076
moccasin_flower,n,0
moccasin,n,0
mocassin,n,0
mocambique,n,0
mobuto_lake,n,0
mobulidae,n,-0.19821
mobula_hypostoma,n,0
mobula,n,-0.19821
mobster,n,0
mobocracy,n,0
moblike,a,-0.19821
mobius_strip,n,0
mobius,n,0
mobilize,v,0
mobilization,n,0
mobility,n,0.13334
mobilise,v,0
mobilisation,n,0
mobile_river,n,0
mobile_phone,n,0
mobile_home,n,0
mobile_canteen,n,0
mobile_bay,n,0
mobile,a,0.25174
mobile,n,0
mobcap,n,-0.07997
mobbish,a,-0.19821
moban,n,0
mob,n,0
mob,v,0
moated,a,0
moat,n,0
moaner,n,-0.07997
moan,n,-0.25924
moan,v,-0.26166
moa,n,-0.07997
mo,n,0
mnium,n,0
mniaceae,n,0
mnemotechnical,a,0
mnemotechnic,a,0
mnemosyne,n,0
mnemonist,n,0
mnemonics,n,0
mnemonic,a,0
mnemonic,n,0
mn,n,0
mmpi,n,0
mm_hg,n,0
mm,n,0
mls,n,0
mlitt,n,-0.07997
ml,n,0
mko,n,0
mizzle,n,0
mizzle,v,-0.19821
mizzenmast,n,0
mizzen_course,n,0
mizzen,n,-0.02298
mizenmast,n,0
mizen,n,-0.02298
mix-up,n,0
mixture,n,0.26185
mixology,n,0
mixologist,n,0
mixing_faucet,n,0
mixing_bowl,n,0
mixing,n,0
mixer,n,0
mixed-up,a,-0.34088
mixed-blood,n,0
mixed_nuisance,n,0
mixed_metaphor,n,-0.07997
mixed_marriage,n,0
mixed_farming,n,0
mixed_economy,n,0
mixed_drink,n,0
mixed_bud,n,0.15793
mixed_bag,n,0
mixed,a,0.00493
mixable,a,0.17826
mix_up,v,-0.35155
mix_in,v,0
mix,n,0
mix,v,0
miwok,n,0
mitzvah,n,-0.13968
mitterrand,n,0
mitten,n,0
mittelschmerz,n,0
mitt,n,0.17206
mitsvah,n,0.17703
mitrula_elegans,n,0
mitrewort,n,0.12208
mitre_joint,n,0
mitre_box,n,0
mitre,n,0
mitral_valve_stenosis,n,-0.19821
mitral_valve_prolapse,n,-0.42036
mitral_valve,n,0
mitral_stenosis,n,-0.19821
mitral,a,0
mitra,n,0
mitotic,a,0
mitosis,n,0
mitomycin,n,0
mitogen,n,0
mitochondrion,n,0.15793
mitigatory,a,-0.38925
mitigative,a,-0.38925
mitigation,n,0.00592
mitigating_circumstance,n,-0.42036
mitigated,a,-0.05621
mitigate,v,0.10717
mitigable,a,-0.19821
mithridates_vi,n,0
mithridates_the_great,n,0
mithridates,n,0
mithridate_mustard,n,0
mithras,n,0
mithramycin,n,0
mithraistic,a,0
mithraist,n,0
mithraism,n,0
mithraicism,n,0
mithraic,a,0
mithracin,n,0
mithra,n,0
mithan,n,0
mitford,n,0
miterwort,n,0.12208
miter_mushroom,n,0
miter_joint,n,0
miter_box,n,0
miter,n,0
miter,v,0
mitella_pentandra,n,0
mitella_diphylla,n,0
mitella,n,0
mite_box,n,0
mite,n,0
mitchum,n,0
mitchella_repens,n,0
mitchella,n,0
mitchell,n,0
mit,n,0
misused,a,-0.19821
misuse,n,-0.47738
misuse,v,-0.43261
misunderstood,a,-0.01819
misunderstanding,n,-0.56849
misunderstand,v,-0.28975
misty-eyed,a,0
misty,a,0.01364
mistrustfully,r,0
mistrustful,a,-0.38925
mistrust,n,-0.7708
mistrust,v,-0.71328
mistrial,n,-0.17057
mistress,n,0
mistreatment,n,-0.28345
mistreated,a,-0.38925
mistreat,v,-0.42036
mistranslation,n,-0.26536
mistranslate,v,-0.34088
mistral,n,0
mistletoe_thrush,n,0
mistletoe_rubber_plant,n,0
mistletoe_fig,n,0
mistletoe_family,n,0
mistletoe_cactus,n,0
mistletoe,n,0
mistle_thrush,n,0
mistiness,n,-0.17327
mistiming,n,-0.28345
mistime,v,0
mistily,r,0.1552
mist-flower,n,0
mistflower,n,0
mister,n,0
mistaking,n,-0.34088
mistakenly,r,0.15793
mistaken,a,-0.26536
mistake,n,-0.4765
mistake,v,-0.49359
mistakable,a,-0.01819
mist_over,v,-0.19821
mist,n,0
mist,v,0.40541
missy,n,0
missus,n,0
misstep,n,-0.34088
misstatement,n,0
misstate,v,0
misspend,v,-0.18141
misspelling,n,-0.26536
misspell,v,-0.07997
misspeak,v,0
missourian,n,0
missouri_river,n,0
missouri_primrose,n,0
missouri_gourd,n,0
missouri_goldenrod,n,0
missouri_compromise,n,0
missouri,n,0
missoula,n,0
missive,n,0
mississippian,n,0
mississippi_river,n,0
mississippi,n,0
missis,n,0
missippian_period,n,0
missioner,n,0
missionary_work,n,0
missionary_station,n,0
missionary_post,n,0
missionary_position,n,0
missionary,a,0
missionary,n,0
missional,a,0
mission_impossible,n,-0.39584
mission_bells,n,0
mission,n,0
missing_link,n,0
missing,a,-0.38657
missile_defense_system,n,0
missile_defence_system,n,0
missile,n,-0.53873
misshapenness,n,0
misshapen,a,-0.05621
missel_thrush,n,0
missed,a,-0.33433
missal,n,0
miss,n,0
miss,v,-0.24354
misrule,n,-0.19821
misrepresented,a,0.12208
misrepresentation,n,-0.22494
misrepresent,v,-0.09134
misremember,v,-0.07997
misrelated,a,0
misreckoning,n,-0.0611
misreading,n,-0.34088
misread,v,-0.35204
misquote,n,-0.26536
misquote,v,-0.34088
misquotation,n,-0.26536
mispronunciation,n,-0.33433
mispronounce,v,0
misprint,n,0
misprint,v,-0.19821
misplay,n,0
misplay,v,-0.10451
misplacement,n,-0.34088
misplaced_modifier,n,0
misplaced,a,-0.0296
misplace,v,-0.45682
mispickel,n,0
misperceive,v,0.17826
misopedia,n,-0.07997
misoneism,n,0
misology,n,0.08478
misogyny,n,-0.28345
misogynous,a,-0.34088
misogynistic,a,-0.34088
misogynist,n,-0.07997
misogynism,n,-0.28345
misogynic,a,0
misogamy,n,-0.07997
misogamist,n,-0.07997
misocainea,n,0.17826
miso,n,0
misnomer,n,-0.2506
misname,v,-0.28345
mismated,a,-0.42036
mismate,v,-0.19821
mismatched,a,-0.40949
mismatch,n,-0.2506
mismatch,v,0
mismarry,v,-0.17327
mismanagement,n,-0.07997
mismanage,v,-0.38925
misleadingly,r,-0.38925
misleading,a,-0.46046
misleader,n,-0.19821
mislead,v,-0.49622
mislay,v,-0.07997
mislaid,a,0
mislabeled,a,-0.13964
misjudge,v,-0.19821
misinterpretation,n,-0.34088
misinterpret,v,-0.18252
misinformation,n,-0.17327
misinform,v,-0.19821
misidentify,v,0
mishpocha,n,0
mishpachah,n,0
mishnaic,a,0
mishnah,n,0
mishna,n,0
mishmash,n,0
mishegoss,n,0.12208
mishegaas,n,0.12208
mishap,n,-0.42593
mishandle,v,-0.43224
misguided,a,-0.3971
misguide,v,-0.46396
misgovernment,n,-0.19821
misgovern,v,-0.34088
misgiving,n,0.00648
misgive,v,0.12208
misgauge,v,-0.28345
misfunction,v,0
misfortune,n,-0.63366
misfortunate,a,-0.40371
misfit,n,-0.1678
misfire,n,0
misfire,v,0
misfeasance,n,0
misestimation,n,-0.0611
misestimate,v,-0.05107
misery,n,-0.68479
miserly,a,0.067
miserliness,n,0.12208
miserably,r,0.15793
miserableness,n,-0.05621
miserable,a,-0.65376
miser,n,0
mise_en_scene,n,0
misdo,v,0
misdirection,n,-0.31438
misdirect,v,-0.50233
misdemeanour,n,0
misdemeanor,n,0
misdemean,v,-0.34088
misdeliver,v,-0.34088
misdeed,n,-0.38925
misdeal,n,-0.42036
misdeal,v,-0.07997
misdating,n,-0.28345
misdate,v,-0.34088
miscue,n,0
miscreation,n,-0.28345
miscreate,v,0
miscreant,n,-0.07997
miscount,n,-0.07997
miscount,v,-0.19821
misconstrue,v,-0.38925
misconstruction,n,-0.28507
misconstrual,n,-0.28345
misconduct,n,-0.40562
misconduct,v,-0.37263
misconception,n,-0.33227
misconceive,v,-0.38925
miscible,a,0.17826
mischievousness,n,-0.05149
mischievously,r,-0.34088
mischievous,a,-0.14451
mischief-making,n,-0.39584
mischief-maker,n,-0.34088
mischief,n,-0.05333
mischance,n,-0.39937
misch_metal,n,0
miscellany,n,0
miscellaneous,a,0.07377
miscellanea,n,0
miscegenation,n,0
miscegenate,v,0
miscast,v,-0.07997
miscarry,v,-0.16702
miscarriage,n,0
miscall,v,-0.28345
miscalculation,n,-0.48267
miscalculate,v,-0.05107
misbranded,a,-0.13964
misbeliever,n,0
misbelieve,v,0
misbehaviour,n,-0.38925
misbehavior,n,-0.38925
misbehave,v,-0.3036
misbegotten,a,-0.19821
misbegot,a,-0.19821
misappropriation,n,-0.19821
misappropriated,a,0.08478
misappropriate,v,0
misapprehension,n,-0.1665
misapprehend,v,-0.38925
misapply,v,-0.28345
misapplication,n,-0.3588
misanthropy,n,-0.35155
misanthropist,n,0
misanthropical,a,-0.39937
misanthropic,a,-0.39937
misanthrope,n,0
misally,v,-0.19821
misalliance,n,-0.0611
misalignment,n,-0.07997
misalign,v,-0.38925
misadvise,v,-0.28345
misadventure,n,-0.34088
misaddress,v,-0.19821
miry,a,0
mirthless,a,-0.06936
mirthfulness,n,0.067
mirthfully,r,0.067
mirthful,a,0.37174
mirth,n,0.067
mirrorlike,a,0.28394
mirror-image_relation,n,0
mirrored,a,0
mirror_symmetry,n,0
mirror_image,n,0
mirror_carp,n,0
mirror,n,0.25072
mirror,v,0.17093
mirounga,n,0
miro,n,0
mirky,a,0
mirish,n,0
miridae,n,-0.01819
mirid_bug,n,0.12208
mirid,n,0.12208
miri,n,0
mired,a,0
mire,n,0
mire,v,-0.20962
mirasol,n,0
miranda_rule,n,0
mirage,n,-0.09803
miraculously,r,0.15793
miraculous_food,n,0
miraculous,a,0.37893
miracle-worship,n,0
miracle_worker,n,0
miracle_play,n,0
miracle_man,n,0
miracle,n,0.52445
mirabilis_uniflora,n,0
mirabilis_oblongifolia,n,0
mirabilis_multiflora,n,0
mirabilis_longiflora,n,0
mirabilis_laevis,n,0
mirabilis_jalapa,n,0
mirabilis_californica,n,0
mirabilis,n,0
mirabeau,n,0
mips,n,0
miotic_eyedrop,n,0.17826
miotic_drug,n,0
miotic,a,-0.28345
miotic,n,0
miosis,n,-0.06819
miocene_epoch,n,0.12208
miocene,n,0.12208
minyan,n,0.12208
minx,n,0
minutia,n,0
minutes,n,0
minuteness,n,0
minuteman,n,0
minutely,r,0.15793
minute_steak,n,0
minute_of_arc,n,0
minute_hand,n,0
minute_gun,n,0
minute_book,n,0
minute,a,0.07179
minute,n,0
minuscule,a,0
minuscule,n,0
minuscular,a,0
minus_sign,n,0
minus,a,-0.41969
minus,n,0
minuit,n,0
minuet,n,0
minuend,n,0
minuartia,n,0
minty,a,0
mint-scented,a,-0.19821
mintmark,n,0
minter,n,0
mintage,n,0
mint_sauce,n,0
mint_julep,n,0
mint_geranium,n,0
mint_family,n,0.12208
mint_candy,n,0
mint,a,0.40792
mint,n,0
mint,v,0
minstrelsy,n,0.0859
minstrel_show,n,0.12208
minstrel,n,0
minstrel,v,0
minster,n,0
minsk,n,0
minoxidil,n,0
minotaur,n,0
minos,n,0
minors,n,-0.28345
minor-league_team,n,0
minor-league_club,n,0
minority_leader,n,0
minority,n,-0.10843
minor_tranquillizer,n,-0.28345
minor_tranquilliser,n,-0.28345
minor_tranquilizer,n,-0.28345
minor_term,n,0
minor_surgery,n,-0.38925
minor_suit,n,-0.19821
minor_scale,n,0
minor_role,n,0
minor_premiss,n,0
minor_premise,n,0
minor_planet,n,0
minor_mode,n,0
minor_leaguer,n,0
minor_league,n,-0.28345
minor_key,n,0
minor_fast_day,n,0
minor_expense,n,-0.28345
minor_diatonic_scale,n,0
minor_axis,n,-0.07997
minor,a,-0.04117
minor,n,0
minocycline,n,0
minocin,n,0
minoan_culture,n,0
minoan_civilization,n,0
minoan_civilisation,n,0
minoan,a,0
minoan,n,0.12208
minnow,n,0
minniebush,n,0
minnie_mouse,n,0
minnie_bush,n,0
minnewit,n,0
minnesotan,n,0
minnesota_multiphasic_personality_inventory,n,0
minnesota,n,0
minneapolis,n,0
minkowski,n,0
minke_whale,n,0
mink_coat,n,0
mink,n,0.21707
miniver,n,0
minivan,n,0
minium,n,0
minisubmarine,n,0
minisub,n,0
ministry_of_transportation_test,n,0
ministry,n,0
ministration,n,0.12208
ministrant,a,0
ministrant,n,0
ministerially,r,0.12208
ministerial,a,0
minister_plenipotentiary,n,-0.07997
minister_of_religion,n,0
minister_of_finance,n,0
minister,n,0
minister,v,-0.00013
miniskirt,n,0
miniscule,a,0
minipress,n,0
minion,n,0
mining_geology,n,0
mining_engineer,n,0
mining_company,n,0
mining_bee,n,0
mining,n,0
minimus,n,0
minimum_wage,n,0
minimum,a,0
minimum,n,-0.06844
minimized,a,-0.07997
minimize,v,0.07438
minimization,n,-0.28345
minimise,v,0.16459
minimisation,n,-0.28345
minimally_invasive_coronary_bypass_surgery,n,0
minimally,r,0
minimalist,a,0
minimalist,n,0
minimalism,n,0
minimal_brain_dysfunction,n,0.25416
minimal_brain_damage,n,0.25416
minimal_art,n,0
minimal,a,0
minim,n,0
minify,v,0
miniconju,n,0
minicomputer,n,0
minicar,n,0
minicab,n,0
minibus,n,0
minibike,n,0
minibar,n,0
miniaturize,v,0
miniaturization,n,0
miniaturist,n,0.21734
miniaturise,v,0
miniaturisation,n,0
miniature_schnauzer,n,0
miniature_poodle,n,0
miniature_pinscher,n,0
miniature_golf,n,0
miniature_fan_palm,n,0.15793
miniature,a,0
miniature,n,0
miniate,v,0
mini,a,0
mini,n,0
mingy,a,0.067
mingling,n,0
mingle-mangle,n,0
mingle,v,0
minginess,n,-0.01819
minge,n,0
ming_tree,n,0.10554
ming_dynasty,n,0
ming,n,0
mineworker,n,0
minesweeping,n,0
minesweeper,n,0
minestrone,n,0
mineshaft,n,0
minerva,n,0
miner's_lettuce,n,0
miner's_cat,n,0
mineralogy,n,0
mineralogist,n,0
mineralocorticoid,n,0.17826
mineralize,v,0
mineral_wool,n,0
mineral_wax,n,0
mineral_water,n,0
mineral_vein,n,0
mineral_tar,n,0
mineral_resources,n,0.12208
mineral_processing,n,0.15793
mineral_pitch,n,0
mineral_oil,n,0
mineral_kingdom,n,0
mineral_jelly,n,0
mineral_extraction,n,0.15793
mineral_dressing,n,0.15793
mineral_deficiency,n,-0.05621
mineral,a,0.29993
mineral,n,0.21377
miner,n,0
minelaying,n,0
minelayer,n,0
minefield,n,0
mined,a,0
mine_run,a,-0.17327
mine_pig,n,0.12208
mine_field,n,0
mine_disposal,n,-0.07997
mine_detector,n,0
mine,n,0
mine,v,-0.0296
mind-set,n,0
mindset,n,0
mind's_eye,n,0
mindoro,n,0
mindlessness,n,0.12208
mindlessly,r,0.09752
mindless,a,-0.53139
mindfulness,n,0.17826
mindfully,r,0.17826
mindful,a,0.42188
mind-expanding,a,0.17826
minder,n,0
minden,n,0
minded,a,0.11842
mind-boggling,a,0.21734
mind-blowing,a,0.21734
mind-bending,a,0.21734
mindanao,n,0
mind-altering_drug,n,0
mind-altering,a,-0.28345
mind_reader,n,0
mind_game,n,0
mind,n,0.39177
mind,v,0.42278
mincingly,r,0.15793
mincing_machine,n,0
mincing,a,0.36466
mincer,n,0
mincemeat,n,0
mince_pie,n,0
mince,n,0
mince,v,0.05089
minatory,a,-0.42036
minato_ohashi_bridge,n,0
minaret,n,0.12208
minamata_disease,n,-0.07997
minamata_bay,n,0
minah,n,0
minacious,a,-0.42036
mina,n,0
min_dialect,n,0
min,n,0
mimus_polyglotktos,n,0
mimus,n,0
mimosoideae,n,0
mimosaceae,n,0
mimosa_sensitiva,n,0
mimosa_pudica,n,0
mimosa_bush,n,0
mimosa,n,0
mimir,n,0
mimidae,n,0
mimicry,n,0
mimicker,n,0
mimic,a,-0.11596
mimic,n,0
mimic,v,0
mimetic,a,0.28627
mimesis,n,0.18448
mimer,n,0
mimeograph_machine,n,0
mimeograph,n,0
mimeograph,v,0
mimeo,n,0
mimeo,v,0
mime,n,0
mime,v,0
mimamsa,n,0
milwaukee,n,0
milvus_migrans,n,0
milvus,n,0
miltown,n,-0.07997
miltonia,n,0
milton_snavely_hershey,n,0
milton_friedman,n,0
milton,n,0
miltomate,n,0
miltiades,n,0
milt,n,0
milquetoast,n,0
milord,n,0
milontin,n,-0.19821
milometer,n,0
milo_maize,n,-0.07997
milo,n,-0.07997
milne,n,0
millwright,n,0
millwork,n,0
millwheel,n,0
